,Year,State,Population,Index,Violent,Property,Murder,Rape,Robbery,Aggravated Assault,Burglary,Larceny-Theft,Vehicle Theft
1877,1981,NY,17594000,1214935,188178,1026757,2166,5479,120344,60189,350422,539486,136849
1878,1982,NY,17659000,1142202,174833,967369,2013,5159,107843,59818,295245,534244,137880
1879,1983,NY,17667000,1042811,161489,881322,1958,5296,94783,59452,249115,504346,127861
1880,1984,NY,17735000,989126,162157,826969,1786,5599,89900,64872,222956,488621,115392
1881,1985,NY,17783000,993811,165365,828446,1683,5706,89706,68270,219633,502276,106537
1882,1986,NY,17772000,1025037,175210,849827,1907,5415,91360,76528,217010,519570,113247
1883,1987,NY,17825000,1061021,179691,881330,2016,5537,89721,82417,216826,539175,125329
1884,1988,NY,17898000,1129241,196396,932845,2244,5479,97434,91239,218060,560887,153898
1885,1989,NY,17950000,1129638,203042,926596,2246,5242,103983,91571,211130,544459,171007
1886,1990,NY,17990455,1144874,212458,932416,2605,5368,112380,92105,208813,536012,187591
1887,1991,NY,18058000,1127651,210184,917467,2571,5085,112342,90186,204499,531681,181287
1888,1992,NY,18119000,1061489,203311,858178,2397,5152,108154,87608,193548,495708,168922
1889,1993,NY,18197000,1010176,195352,814824,2420,5008,102122,85802,181709,481166,151949
1890,1994,NY,18169000,921278,175433,745845,2016,4700,86617,82100,164650,452322,128873
1891,1995,NY,18136000,827025,152683,674342,1550,4290,72492,74351,146562,425184,102596
1892,1996,NY,18185000,751456,132206,619250,1353,4174,61822,64857,129828,399522,89900
1893,1997,NY,18137000,709328,124890,584438,1093,4075,56094,63628,118306,386435,79697
1894,1998,NY,18175000,652202,115915,536287,924,3843,49125,62023,104821,363295,68171
1895,1999,NY,18196601,596743,107147,489596,903,3563,43821,58860,93217,338118,58261
1896,2000,NY,18976457,588189,124890,483078,952,3530,40539,60090,87946,340901,54231
1897,2001,NY,19084350,556025,98022,458003,960,3546,36555,56961,80400,329316,48287
1898,2002,NY,19134293,537121,95030,442091,909,3885,36653,53583,76700,318025,47366
1899,2003,NY,19212425,521565,89486,432079,934,3775,35790,48987,75453,311422,45204
1900,2004,NY,19280727,507648,84914,422734,889,3608,33506,46911,70696,311036,41002
1901,2005,NY,19315721,491829,85839,405990,874,3636,35179,46150,68034,302220,35736
1902,2006,NY,19306183,482270,83966,396304,921,3169,34489,45387,68565,295605,32134
1903,2007,NY,19297729,461731,79915,381816,801,2926,31094,45094,64857,288929,28030
1904,2008,NY,19467789,466131,77546,388585,836,2799,31789,42122,65537,297952,25096
1905,2009,NY,19541453,452647,75110,377537,781,2582,28141,43606,62769,292897,21871
1906,2010,NY,19395206,456202,76492,379710,868,2797,28630,44197,65839,293232,20639
1907,2011,NY,19501616,449300,77463,371837,769,2751,28405,45538,65227,287361,19249
1908,2012,NY,19576125,454803,79535,375268,683,2837,28633,47382,64389,293562,17317
1909,2013,NY,19695680,436166,77563,358603,644,2575,27241,46130,56444,286676,15483
1910,2014,NY,19748858,415085,75972,339113,616,4316,24036,45295,50738,272624,15751
1911,2015,NY,19747183,392351,75126,317225,613,4414,23879,44493,44117,257837,15271
1912,2016,NY,19745289,379466,74285,305181,630,4569,22316,45079,39821,250968,14392
1913,2017,NY,19590719,364136,70746,293390,550,6297,20122,43777,34928,245093,13369
1914,2018,NY,19530351,350055,68512,281543,562,6577,18191,43182,31158,237243,13142
1915,2019,NY,19453561,336919,69764,267155,558,6583,18068,44555,27600,226851,12704
1916,1960,NC,4556155,53738,10182,43556,482,355,825,8520,12730,26865,3961
1917,1961,NC,4614000,54932,9275,45657,424,336,694,7821,13485,28029,4143
1918,1962,NC,4731000,58237,9533,48704,373,362,836,7962,14704,29642,4358
1919,1963,NC,4760000,61915,10038,51877,391,346,903,8398,15948,30877,5052
1920,1964,NC,4852000,72742,12345,60397,390,464,1099,10392,19369,35554,5474
1921,1965,NC,4914000,77072,12755,64317,410,449,1129,10767,20112,38309,5896
1922,1966,NC,5000000,85211,14775,70436,459,538,1213,12565,22134,41258,7044
1923,1967,NC,5029000,95162,15995,79167,498,567,1614,13316,25966,45856,7345
1924,1968,NC,5135000,103056,18025,85031,526,579,1929,14991,27716,49442,7873
1925,1969,NC,5205000,117200,18117,99083,588,619,2244,14666,31804,58614,8665
1926,1970,NC,5082059,134302,18814,115488,597,658,2660,14899,38918,68042,8528
1927,1971,NC,5146000,140447,19952,120495,606,764,2844,15738,41840,70109,8546
1928,1972,NC,5214000,138648,22087,116561,704,759,3452,17172,42375,65574,8612
1929,1973,NC,5273000,148269,23086,125183,683,847,3766,17790,47036,68984,9163
1930,1974,NC,5363000,188307,26220,162087,629,833,4948,19810,63654,88336,10097
1931,1975,NC,5451000,208050,23791,184259,677,885,4479,17750,70051,104069,10139
1932,1976,NC,5469000,212264,22061,190203,609,838,3859,16755,64289,116164,9750
1933,1977,NC,5525000,209460,22492,186968,586,937,3385,17584,63765,112591,10612
1934,1978,NC,5577000,216506,23054,193452,600,1024,3673,17757,66031,116193,11228
1935,1979,NC,5606000,245122,25009,220113,600,1137,4327,18945,72687,134903,12523
1936,1980,NC,5843665,271174,26589,244585,619,1324,4810,19836,83150,148804,12631
1937,1981,NC,5951000,268998,25986,243012,541,1351,4809,19285,79545,151679,11788
1938,1982,NC,6019000,273458,26865,246593,545,1322,5168,19830,78787,156701,11105
1939,1983,NC,6082000,254451,24911,229540,490,1332,4840,18249,72348,147068,10124
1940,1984,NC,6165000,249322,24885,224437,539,1330,4612,18404,69747,143700,10990
1941,1985,NC,6255000,257792,26327,231465,520,1488,4893,19426,71985,147530,11950
1942,1986,NC,6331000,274249,30128,244121,515,1673,5551,22389,77557,153378,13186
1943,1987,NC,6413000,298196,31039,267157,519,1863,6023,22634,86964,165841,14352
1944,1988,NC,6526000,317310,32753,284557,510,1833,7085,23325,90791,177426,16340
1945,1989,NC,6571000,345225,35902,309323,584,1964,8770,24584,98792,191783,18748
1946,1990,NC,6628637,363638,41332,322306,711,2272,10082,28267,101444,202059,18803
1947,1991,NC,6737000,396723,44355,352368,769,2331,11990,29265,114009,218192,20167
1948,1992,NC,6843000,397047,46600,350447,723,2455,12784,30638,113117,217717,19613
1949,1993,NC,6945000,392555,47178,345377,785,2379,13364,30650,105270,220071,20036
1950,1994,NC,7070000,397705,46308,351397,772,2334,12811,30391,104118,225937,21342
1951,1995,NC,7195000,405764,46508,359256,677,2320,12896,30615,101995,234911,22350
1952,1996,NC,7323000,404684,43068,361616,619,2289,12001,28159,98539,238511,24566
1953,1997,NC,7425000,407743,45071,362672,614,2348,12817,29292,100002,238228,24442
1954,1998,NC,7546000,401615,43723,357892,612,2311,12133,28667,99951,233325,24616
1955,1999,NC,7650789,395971,41474,354497,552,2155,12087,26680,98457,230463,25577
1956,2000,NC,8049313,395972,40051,355921,560,2181,12595,24715,97888,232767,25266
1957,2001,NC,8206105,404242,40465,363777,505,2083,13304,24573,101889,237241,24647
1958,2002,NC,8305820,392826,39118,353708,548,2196,12205,24169,99535,229307,24866
1959,2003,NC,8421190,397903,38243,359660,506,2139,12229,23369,100687,232081,26892
1960,2004,NC,8540468,393572,38244,355328,532,2339,11782,23591,101193,227147,26988
1961,2005,NC,8672459,394505,40650,353855,585,2302,12635,25128,104298,221091,28466
1962,2006,NC,8856505,407084,42124,364960,540,2495,13484,25605,107407,227427,30126
1963,2007,NC,9061032,412616,42262,370354,585,2385,13548,25744,108800,233588,27966
1964,2008,NC,9247134,415810,43120,372690,605,2290,14321,25904,111541,234425,26724
1965,2009,NC,9380884,381653,37946,343707,489,2306,11825,23326,107830,215923,19954
1966,2010,NC,9560234,363881,34679,329202,474,2002,9620,22554,102826,208057,18319
1967,2011,NC,9651103,371227,33421,337806,498,1959,9448,21516,105534,215453,16819
1968,2012,NC,9748364,363058,34464,328594,479,1984,9392,22609,99323,213151,16120
1969,2013,NC,9848917,339218,33587,305631,463,1790,9275,21325,90182,201043,14406
1970,2014,NC,9940387,318216,32718,285498,498,1738,8411,21377,79266,192609,13623
1971,2015,NC,10035186,310649,34734,275915,517,1886,8821,22805,74760,187732,13423
1972,2016,NC,10146788,315534,37769,277765,678,2086,9336,24906,72082,190377,15306
1973,2017,NC,10270800,303526,38043,265483,622,1944,9884,25593,65247,184119,16117
1974,2018,NC,10381615,280303,36980,243323,574,2633,7573,26200,57450,169376,16497
1975,2019,NC,10488084,286231,38995,247236,632,3247,7599,27517,54447,174728,18061
1976,1960,ND,632446,5635,90,5545,3,14,40,33,1252,3863,430
1977,1961,ND,640000,5717,160,5557,6,33,68,53,1286,3822,449
1978,1962,ND,642000,6127,128,5999,8,27,40,53,1217,4246,536
1979,1963,ND,634000,6590,182,6408,13,22,61,86,1207,4590,611
1980,1964,ND,645000,7046,229,6817,6,45,56,122,1546,4687,584
1981,1965,ND,652000,6952,223,6729,6,33,30,154,1348,4880,501
1982,1966,ND,650000,7846,231,7615,12,28,40,151,1439,5609,567
1983,1967,ND,639000,8942,185,8757,1,30,37,117,1541,6690,526
1984,1968,ND,625000,8782,173,8609,7,29,36,101,1494,6611,504
1985,1969,ND,615000,9138,220,8918,1,25,44,150,1533,6800,585
1986,1970,ND,617761,10542,211,10331,3,38,40,130,1769,8000,562
1987,1971,ND,625000,12815,238,12577,8,26,47,157,2124,9911,542
1988,1972,ND,632000,12563,290,12273,8,31,56,195,2257,9443,573
1989,1973,ND,640000,13302,389,12913,5,47,47,290,2454,9618,841
1990,1974,ND,637000,13760,319,13441,9,50,82,178,2758,9840,843
1991,1975,ND,635000,14841,337,14504,5,37,91,204,3424,10251,829
1992,1976,ND,643000,16167,462,15705,9,36,104,313,3077,11603,1025
1993,1977,ND,653000,16331,438,15893,6,59,87,286,2913,12035,945
1994,1978,ND,652000,15683,437,15246,8,58,102,269,2758,11522,966
1995,1979,ND,657000,18106,403,17703,10,54,65,274,3029,13607,1067
1996,1980,ND,652437,19336,352,18984,8,62,50,232,3186,14629,1169
1997,1981,ND,658000,19681,444,19237,15,57,85,287,3294,14859,1084
1998,1982,ND,670000,17742,414,17328,5,66,85,258,3074,13314,940
1999,1983,ND,680000,18193,365,17828,14,85,53,213,2967,13983,878
2000,1984,ND,686000,17722,368,17354,8,90,53,217,2738,13856,760
2001,1985,ND,685000,18354,322,18032,7,50,44,221,2925,14297,810
2002,1986,ND,679000,17691,348,17343,7,79,47,215,2615,13914,814
2003,1987,ND,672000,19038,382,18656,10,63,51,258,3060,14768,828
2004,1988,ND,663000,18087,392,17695,12,74,54,252,2902,14007,786
2005,1989,ND,660000,16902,417,16485,4,78,61,274,2369,13370,746
2006,1990,ND,638800,18668,472,18196,5,114,50,303,2725,14621,850
2007,1991,ND,635000,17741,415,17326,7,116,51,241,2367,14154,805
2008,1992,ND,636000,18465,530,17935,12,148,50,320,2487,14498,950
2009,1993,ND,635000,17909,522,17387,11,149,53,309,2370,14073,944
2010,1994,ND,638000,17455,522,16933,1,149,71,301,2070,13899,964
2011,1995,ND,641000,18373,556,17817,6,146,64,340,2248,14421,1148
2012,1996,ND,644000,17189,541,16648,14,155,71,301,1991,13433,1224
2013,1997,ND,641000,17380,559,16821,6,159,41,353,2300,13367,1154
2014,1998,ND,638000,17105,570,16535,7,212,65,286,2274,13134,1127
2015,1999,ND,633666,15172,424,14748,10,142,56,216,2337,11375,1036
2016,2000,ND,642200,14694,523,14171,4,169,56,294,2093,11092,986
2017,2001,ND,636550,15339,505,14834,7,164,60,274,2165,11583,1086
2018,2002,ND,633911,15258,496,14762,5,163,58,270,2243,11501,1018
2019,2003,ND,633400,13872,508,13364,9,160,53,286,1959,10327,1078
2020,2004,ND,636308,13051,558,12493,8,177,43,330,2040,9516,937
2021,2005,ND,634605,13544,706,12848,12,180,54,460,2043,9732,1073
2022,2006,ND,635867,13522,813,12719,8,193,72,540,2393,9314,1012
2023,2007,ND,639715,12999,911,12088,12,207,70,622,2164,9010,914
2024,2008,ND,641421,14150,1216,12934,5,286,73,852,2304,9728,902
2025,2009,ND,646844,14536,1723,12813,12,296,107,1308,2426,9474,913
2026,2010,ND,674629,13558,1548,12010,10,245,90,1203,2000,9137,873
2027,2011,ND,684740,15033,1699,13334,24,266,91,1318,2458,9891,985
2028,2012,ND,701345,16020,1723,14297,25,279,127,1292,2429,10687,1181
2029,2013,ND,723857,17335,1979,15356,16,288,161,1447,2979,10942,1435
2030,2014,ND,740040,17858,2001,15857,23,275,175,1421,2751,11559,1547
2031,2015,ND,756835,19665,1949,17716,21,285,159,1378,3296,12686,1734
2032,2016,ND,757952,19305,1903,17402,15,256,181,1365,3243,12195,1964
2033,2017,ND,755176,18786,2133,16653,10,406,183,1534,2947,11944,1762
2034,2018,ND,758080,17775,2154,15621,18,409,158,1569,2742,11088,1791
2035,2019,ND,762062,17235,2169,15066,24,437,179,1529,2608,10666,1792
2036,1960,OH,9706397,151307,8120,143187,311,572,3890,3347,37260,92858,13069
2037,1961,OH,9876000,156392,7986,148406,306,554,3914,3212,39677,96682,12047
2038,1962,OH,10097000,158099,8366,149733,321,520,3830,3695,40014,95938,13781
2039,1963,OH,10173000,177124,9086,168038,306,617,4145,4018,43898,109095,15045
2040,1964,OH,10100000,198936,11582,187354,350,721,4663,5848,47100,121729,18525
2041,1965,OH,10245000,199375,12788,186587,366,915,5286,6221,48199,118929,19459
2042,1966,OH,10305000,216276,15626,200650,462,963,7216,6985,50567,125816,24267
2043,1967,OH,10458000,263372,19344,244028,545,1073,9934,7792,63540,146432,34056
2044,1968,OH,10591000,294529,21228,273301,562,1309,10808,8549,69839,163192,40270
2045,1969,OH,10740000,336614,26648,309966,685,1645,13604,10714,79489,178701,51776
2046,1970,OH,10652017,380744,30279,350465,699,1700,15539,12341,90953,207024,52488
2047,1971,OH,10778000,395142,32159,362983,811,1988,17642,11718,100520,208962,53501
2048,1972,OH,10783000,370870,32286,338584,811,2149,17318,12008,97186,193673,47725
2049,1973,OH,10731000,375140,31304,343836,783,2299,15397,12825,101190,202203,40443
2050,1974,OH,10737000,453471,39094,414377,952,2565,20529,15048,125821,245354,43202
2051,1975,OH,10759000,528745,43901,484844,876,2721,23673,16631,136791,302174,45879
2052,1976,OH,10690000,528962,41553,487409,792,2759,19645,18357,128618,318370,40421
2053,1977,OH,10701000,505074,43521,461553,833,2921,20386,19381,130121,288581,42851
2054,1978,OH,10749000,500776,44357,456419,741,2947,19627,21042,130543,282666,43210
2055,1979,OH,10731000,550481,49092,501389,865,3409,20909,23909,138128,316162,47099
2056,1980,OH,10766808,584787,53646,531141,871,3696,24082,24997,157874,327322,45945
2057,1981,OH,10776000,587007,53509,533498,799,3339,25529,23842,160951,326770,45777
2058,1982,OH,10791000,532594,47126,485468,676,3223,19809,23418,141316,302962,41190
2059,1983,OH,10746000,484121,42759,441362,600,3387,17132,21640,124179,280156,37027
2060,1984,OH,10752000,459441,41430,418011,551,3734,15656,21489,112887,266148,38976
2061,1985,OH,10744000,449882,41000,408882,554,3966,14301,22179,104920,266066,37896
2062,1986,OH,10752000,468647,45260,423387,595,4151,15283,25231,106212,276779,40396
2063,1987,OH,10784000,493400,45436,447964,630,4305,16511,23990,114580,292093,41291
2064,1988,OH,10872000,505034,49144,455890,585,4632,17546,26381,112130,300355,43405
2065,1989,OH,10907000,516252,51109,465143,652,4872,18635,26950,111057,306609,47477
2066,1990,OH,10847115,525373,54904,470469,663,5075,20451,28715,106575,310673,53221
2067,1991,OH,10939000,550560,61460,489100,783,5748,23536,31393,115423,318933,54744
2068,1992,OH,11016000,513952,57935,456017,724,5739,21925,29547,104357,299774,51886
2069,1993,OH,11091000,497465,55915,441550,667,5444,21373,28431,97394,295880,48276
2070,1994,OH,11102000,495310,53930,441380,662,5231,20821,27216,96175,297792,47413
2071,1995,OH,11151000,491223,53799,437424,600,4835,19931,28433,93539,297624,46261
2072,1996,OH,11173000,497831,47896,449935,538,4617,18336,24405,93336,311071,45528
2073,1997,OH,11186000,505005,48706,456299,523,4566,17755,25862,94972,315908,45419
2074,1998,OH,11209000,485066,40628,444438,443,4543,14960,20682,90805,310612,43021
2075,1999,OH,11256654,449880,35616,414264,397,4129,14405,16685,87023,288049,39192
2076,2000,OH,11353140,458874,37935,420939,418,4271,15610,17636,88636,293277,39026
2077,2001,OH,11389785,475138,40023,435115,452,4466,17199,17906,96910,295976,42229
2078,2002,OH,11408699,469104,40128,428976,526,4809,17871,16922,99164,287045,42767
2079,2003,OH,11437680,455668,38185,417483,526,4660,16895,16104,95083,281383,41017
2080,2004,OH,11450143,458124,38787,419337,517,4646,17543,16457,96954,283103,40853
2081,2005,OH,11470685,460867,40162,420705,590,4671,18673,16228,100183,27951,41471
2082,2006,OH,11478006,462444,40209,422235,539,4548,19149,15973,104426,280384,37425
2083,2007,OH,11466917,435569,39360,396209,516,4452,18260,16132,98508,263922,33779
2084,2008,OH,11528072,433071,40342,392729,551,4514,18804,16473,102616,261375,28738
2085,2009,OH,11542645,414751,38305,376446,527,4119,17670,15989,104009,249777,22660
2086,2010,OH,11537968,413142,36306,376836,479,3730,16486,15611,107125,248581,21130
2087,2011,OH,11541007,415790,35218,380572,500,3679,15991,15048,112901,246744,20927
2088,2012,OH,11553031,405262,34827,370435,478,3813,15396,15140,105312,245372,19751
2089,2013,OH,11572005,372136,33722,338414,478,3594,14483,14370,91090,227799,19525
2090,2014,OH,11596998,355647,33130,322517,464,3825,12780,14658,79466,224942,18109
2091,2015,OH,11605090,338116,34373,303743,522,3990,12617,15793,69994,216354,17395
2092,2016,OH,11614373,334234,34877,299357,654,4141,12523,16111,66883,212807,19667
2093,2017,OH,11664129,315178,34621,280557,741,5833,11224,16823,57521,202320,20716
2094,2018,OH,11676341,292274,34426,257848,596,5852,9608,18370,49456,188433,19959
2095,2019,OH,11689100,274560,34269,240291,538,5731,8846,19154,43894,177725,18672
2096,1960,OK,2328284,46923,2258,44665,174,299,929,856,12834,27270,4561
2097,1961,OK,2360000,46029,2437,43592,119,286,817,1215,12586,26513,4493
2098,1962,OK,2448000,48437,2478,45959,126,182,973,1197,12563,28501,4895
2099,1963,OK,2487000,48816,2808,46008,129,200,997,1482,13331,27904,4773
2100,1964,OK,2465000,53352,3609,49743,110,269,1055,2175,14793,30000,4950
2101,1965,OK,2482000,50134,3339,46795,110,275,957,1997,13784,28227,4784
2102,1966,OK,2458000,53909,3552,50357,135,336,1015,2066,15036,30485,4836
2103,1967,OK,2495000,57748,3703,54045,166,343,976,2218,15632,33655,4758
2104,1968,OK,2518000,66005,4473,61532,162,383,1241,2687,18290,37823,5419
2105,1969,OK,2568000,67218,4775,62443,148,366,1268,2993,18595,37563,6285
2106,1970,OK,2559253,76198,5194,71004,151,400,1400,3243,21381,42474,7149
2107,1971,OK,2610000,81549,6719,74830,170,432,1575,4542,24289,43174,7367
2108,1972,OK,2634000,81802,6289,75513,184,501,1702,3902,26156,42288,7069
2109,1973,OK,2663000,92311,6556,85755,177,532,1816,4031,30995,46475,8285
2110,1974,OK,2709000,110960,7588,103372,220,676,2263,4429,39421,54152,9799
2111,1975,OK,2712000,124158,8225,115933,256,737,2445,4787,42086,64409,9438
2112,1976,OK,2766000,123941,7926,116015,178,747,1944,5057,36441,71098,8476
2113,1977,OK,2811000,116927,8899,108028,241,821,2075,5762,36211,62632,9185
2114,1978,OK,2880000,118939,10165,108774,244,893,2542,6486,37433,61222,10119
2115,1979,OK,2892000,136012,11719,124293,281,953,2966,7519,42646,69292,12355
2116,1980,OK,3001252,151650,12589,139061,299,1088,3147,8055,50802,75649,12610
2117,1981,OK,3098000,149860,13223,136637,279,1091,3574,8279,49220,74460,12957
2118,1982,OK,3177000,165917,14103,151814,344,1180,4218,8361,50956,85326,15532
2119,1983,OK,3298000,162563,13964,148599,249,1247,4245,8223,49782,84085,14732
2120,1984,OK,3298000,161355,13438,147917,258,1315,3668,8197,47979,84844,15094
2121,1985,OK,3301000,179080,13930,165150,254,1252,3526,8898,53216,93233,18701
2122,1986,OK,3305000,198765,14423,184342,269,1202,3521,9431,59054,103832,21456
2123,1987,OK,3272000,197159,13664,183495,244,1173,3583,8664,58333,105369,19793
2124,1988,OK,3263000,182373,14179,168194,243,1229,3428,9279,53624,96418,18152
2125,1989,OK,3224000,177405,15847,161558,210,1209,4070,10358,50411,92270,18877
2126,1990,OK,3145585,176111,17222,158889,253,1479,3836,11654,45531,94432,18926
2127,1991,OK,3175000,179982,18533,161449,230,1615,4094,12594,46934,96842,17673
2128,1992,OK,3212000,174464,20005,154459,210,1556,4376,13863,43678,94180,16601
2129,1993,OK,3231000,171058,20512,150546,273,1592,3935,14712,39903,95111,15532
2130,1994,OK,3258000,181475,21225,160250,226,1616,4174,15209,40764,104025,15461
2131,1995,OK,3278000,183463,21770,161693,400,1461,3788,16121,41694,103727,16272
2132,1996,OK,3301000,186602,19710,166892,223,1545,3519,14423,41447,109506,15939
2133,1997,OK,3317000,182258,18560,163698,229,1517,3446,13368,40015,109039,14644
2134,1998,OK,3347000,167479,18053,149426,204,1513,3078,13258,38268,97593,13565
2135,1999,OK,3358044,157286,17066,140220,231,1375,2785,12675,34472,93616,12132
2136,2000,OK,3450654,157302,17177,140125,182,1422,2615,12958,31661,96116,12348
